Year,Month,Day,Hour,Minute,DNI
2008,1,9,3,30,0
2008,1,9,4,0,0
2008,1,9,4,30,0
2008,1,9,5,0,0
2008,1,9,5,30,0
2008,1,9,6,0,0
2008,1,9,6,30,0
2008,1,9,7,0,0
2008,1,9,7,30,290
2008,1,9,8,0,592
2008,1,9,8,30,746
2008,1,9,9,0,837
2008,1,9,9,30,897
2008,1,9,10,0,933
2008,1,9,10,30,962
2008,1,9,11,0,977
2008,1,9,11,30,990
2008,1,9,12,0,993
2008,1,9,12,30,996
2008,1,9,13,0,990
2008,1,9,13,30,984
2008,1,9,14,0,968
2008,1,9,14,30,951
2008,1,9,15,0,925
2008,1,9,15,30,892
2008,1,9,16,0,846
2008,1,9,16,30,779
2008,1,9,17,0,684
2008,1,9,17,30,518
2008,1,9,18,0,223
2008,1,9,18,30,0
2008,1,9,19,0,0
2008,1,9,19,30,0
2008,1,9,20,0,0
2008,1,9,20,30,0
2008,1,9,21,0,0
2008,1,9,21,30,0
2008,1,9,22,0,0
2008,1,9,22,30,0
2008,1,9,23,0,0
2008,1,9,23,30,0
2008,1,10,0,0,0
2008,1,10,0,30,0
2008,1,10,1,0,0
2008,1,10,1,30,0
2008,1,10,2,0,0
2008,1,10,2,30,0
2008,1,10,3,0,0
2008,1,10,3,30,0
2008,1,10,4,0,0
2008,1,10,4,30,0
2008,1,10,5,0,0
2008,1,10,5,30,0
2008,1,10,6,0,0
2008,1,10,6,30,0
2008,1,10,7,0,0
2008,1,10,7,30,368
2008,1,10,8,0,662
2008,1,10,8,30,808
2008,1,10,9,0,893
2008,1,10,9,30,948
2008,1,10,10,0,983
2008,1,10,10,30,1010
2008,1,10,11,0,540
2008,1,10,11,30,1037
2008,1,10,12,0,538
2008,1,10,12,30,539
2008,1,10,13,0,616
2008,1,10,13,30,1029
2008,1,10,14,0,474
2008,1,10,14,30,1002
2008,1,10,15,0,416
2008,1,10,15,30,948
2008,1,10,16,0,903
2008,1,10,16,30,841
2008,1,10,17,0,741
2008,1,10,17,30,581
2008,1,10,18,0,269
2008,1,10,18,30,0
2008,1,10,19,0,0
2008,1,10,19,30,0
2008,1,10,20,0,0
2008,1,10,20,30,0
2008,1,10,21,0,0
2008,1,10,21,30,0
2008,1,10,22,0,0
2008,1,10,22,30,0
2008,1,10,23,0,0
2008,1,10,23,30,0
2008,1,11,0,0,0
2008,1,11,0,30,0
2008,1,11,1,0,0
2008,1,11,1,30,0
2008,1,11,2,0,0
2008,1,11,2,30,0
2008,1,11,3,0,0
2008,1,11,3,30,0
2008,1,11,4,0,0
2008,1,11,4,30,0
2008,1,11,5,0,0
2008,1,11,5,30,0
2008,1,11,6,0,0
2008,1,11,6,30,0
2008,1,11,7,0,0
2008,1,11,7,30,300
2008,1,11,8,0,276
2008,1,11,8,30,258
2008,1,11,9,0,406
2008,1,11,9,30,410
2008,1,11,10,0,441
2008,1,11,10,30,973
2008,1,11,11,0,567
2008,1,11,11,30,530
2008,1,11,12,0,1001
2008,1,11,12,30,1005
2008,1,11,13,0,1004
2008,1,11,13,30,998
2008,1,11,14,0,474
2008,1,11,14,30,562
2008,1,11,15,0,599
2008,1,11,15,30,123
2008,1,11,16,0,879
2008,1,11,16,30,816
2008,1,11,17,0,727
2008,1,11,17,30,568
2008,1,11,18,0,272
2008,1,11,18,30,0
2008,1,11,19,0,0
2008,1,11,19,30,0
2008,1,11,20,0,0
2008,1,11,20,30,0
2008,1,11,21,0,0
2008,1,11,21,30,0
2008,1,11,22,0,0
2008,1,11,22,30,0
2008,1,11,23,0,0
2008,1,11,23,30,0
2008,1,12,0,0,0
2008,1,12,0,30,0
2008,1,12,1,0,0
2008,1,12,1,30,0
2008,1,12,2,0,0
2008,1,12,2,30,0
2008,1,12,3,0,0
2008,1,12,3,30,0
2008,1,12,4,0,0
2008,1,12,4,30,0
2008,1,12,5,0,0
2008,1,12,5,30,0
2008,1,12,6,0,0
2008,1,12,6,30,0
2008,1,12,7,0,0
2008,1,12,7,30,0
2008,1,12,8,0,314
2008,1,12,8,30,445
2008,1,12,9,0,457
2008,1,12,9,30,600
2008,1,12,10,0,583
2008,1,12,10,30,515
2008,1,12,11,0,544
2008,1,12,11,30,551
2008,1,12,12,0,458
2008,1,12,12,30,446
2008,1,12,13,0,593
2008,1,12,13,30,291
2008,1,12,14,0,464
2008,1,12,14,30,618
2008,1,12,15,0,639
2008,1,12,15,30,914
2008,1,12,16,0,354
2008,1,12,16,30,314
2008,1,12,17,0,493
2008,1,12,17,30,362
2008,1,12,18,0,0
2008,1,12,18,30,0
2008,1,12,19,0,0
2008,1,12,19,30,0
2008,1,12,20,0,0
2008,1,12,20,30,0
2008,1,12,21,0,0
2008,1,12,21,30,0
2008,1,12,22,0,0
2008,1,12,22,30,0
2008,1,12,23,0,0
2008,1,12,23,30,0
2008,1,13,0,0,0
2008,1,13,0,30,0
2008,1,13,1,0,0
2008,1,13,1,30,0
2008,1,13,2,0,0
2008,1,13,2,30,0
2008,1,13,3,0,0
2008,1,13,3,30,0
2008,1,13,4,0,0
2008,1,13,4,30,0
2008,1,13,5,0,0
2008,1,13,5,30,0
2008,1,13,6,0,0
2008,1,13,6,30,0
2008,1,13,7,0,0
2008,1,13,7,30,164
2008,1,13,8,0,512
2008,1,13,8,30,679
2008,1,13,9,0,807
2008,1,13,9,30,339
2008,1,13,10,0,373
2008,1,13,10,30,523
2008,1,13,11,0,979
2008,1,13,11,30,993
2008,1,13,12,0,497
2008,1,13,12,30,525
2008,1,13,13,0,972
2008,1,13,13,30,966
2008,1,13,14,0,950
2008,1,13,14,30,197
2008,1,13,15,0,193
2008,1,13,15,30,240
2008,1,13,16,0,793
2008,1,13,16,30,721
2008,1,13,17,0,239
2008,1,13,17,30,153
2008,1,13,18,0,0
2008,1,13,18,30,0
2008,1,13,19,0,0
2008,1,13,19,30,0
2008,1,13,20,0,0
2008,1,13,20,30,0
2008,1,13,21,0,0
2008,1,13,21,30,0
2008,1,13,22,0,0
2008,1,13,22,30,0
2008,1,13,23,0,0
2008,1,13,23,30,0
2008,1,14,0,0,0
2008,1,14,0,30,0
2008,1,14,1,0,0
2008,1,14,1,30,0
2008,1,14,2,0,0
2008,1,14,2,30,0
2008,1,14,3,0,0
2008,1,14,3,30,0
2008,1,14,4,0,0
2008,1,14,4,30,0
2008,1,14,5,0,0
2008,1,14,5,30,0
2008,1,14,6,0,0
2008,1,14,6,30,0
2008,1,14,7,0,0
2008,1,14,7,30,149
2008,1,14,8,0,75
2008,1,14,8,30,98
2008,1,14,9,0,110
2008,1,14,9,30,549
2008,1,14,10,0,797
2008,1,14,10,30,836
2008,1,14,11,0,873
2008,1,14,11,30,891
2008,1,14,12,0,929
2008,1,14,12,30,934
2008,1,14,13,0,934
2008,1,14,13,30,928
2008,1,14,14,0,917
2008,1,14,14,30,29
2008,1,14,15,0,0
2008,1,14,15,30,762
2008,1,14,16,0,6
2008,1,14,16,30,58
2008,1,14,17,0,40
2008,1,14,17,30,386
2008,1,14,18,0,102
2008,1,14,18,30,0
2008,1,14,19,0,0
2008,1,14,19,30,0
2008,1,14,20,0,0
2008,1,14,20,30,0
2008,1,14,21,0,0
2008,1,14,21,30,0
2008,1,14,22,0,0
2008,1,14,22,30,0
2008,1,14,23,0,0
2008,1,14,23,30,0
2008,1,15,0,0,0
2008,1,15,0,30,0
2008,1,15,1,0,0
2008,1,15,1,30,0
2008,1,15,2,0,0
2008,1,15,2,30,0
2008,1,15,3,0,0
2008,1,15,3,30,0
2008,1,15,4,0,0
2008,1,15,4,30,0
2008,1,15,5,0,0
2008,1,15,5,30,0
2008,1,15,6,0,0
2008,1,15,6,30,0
2008,1,15,7,0,0
2008,1,15,7,30,0
2008,1,15,8,0,52
2008,1,15,8,30,60
2008,1,15,9,0,116
2008,1,15,9,30,491
2008,1,15,10,0,522
2008,1,15,10,30,402
2008,1,15,11,0,296
2008,1,15,11,30,38
2008,1,15,12,0,80
2008,1,15,12,30,32
2008,1,15,13,0,203
2008,1,15,13,30,60
2008,1,15,14,0,276
2008,1,15,14,30,402
2008,1,15,15,0,126
2008,1,15,15,30,181
2008,1,15,16,0,91
2008,1,15,16,30,179
2008,1,15,17,0,0
2008,1,15,17,30,0
2008,1,15,18,0,141
2008,1,15,18,30,0
2008,1,15,19,0,0
2008,1,15,19,30,0
2008,1,15,20,0,0
2008,1,15,20,30,0
2008,1,15,21,0,0
2008,1,15,21,30,0
2008,1,15,22,0,0
2008,1,15,22,30,0
2008,1,15,23,0,0
2008,1,15,23,30,0
2008,1,16,0,0,0
2008,1,16,0,30,0
2008,1,16,1,0,0
2008,1,16,1,30,0
2008,1,16,2,0,0
2008,1,16,2,30,0
2008,1,16,3,0,0
2008,1,16,3,30,0
2008,1,16,4,0,0
2008,1,16,4,30,0
2008,1,16,5,0,0
2008,1,16,5,30,0
2008,1,16,6,0,0
2008,1,16,6,30,0
2008,1,16,7,0,0
2008,1,16,7,30,316
2008,1,16,8,0,625
2008,1,16,8,30,773
2008,1,16,9,0,276
2008,1,16,9,30,425
2008,1,16,10,0,518
2008,1,16,10,30,973
2008,1,16,11,0,993
2008,1,16,11,30,1006
2008,1,16,12,0,401
2008,1,16,12,30,1015
2008,1,16,13,0,1014
2008,1,16,13,30,218
2008,1,16,14,0,243
2008,1,16,14,30,242
2008,1,16,15,0,965
2008,1,16,15,30,937
2008,1,16,16,0,901
2008,1,16,16,30,845
2008,1,16,17,0,0
2008,1,16,17,30,0
2008,1,16,18,0,0
2008,1,16,18,30,0
2008,1,16,19,0,0
2008,1,16,19,30,0
2008,1,16,20,0,0
2008,1,16,20,30,0
2008,1,16,21,0,0
2008,1,16,21,30,0
2008,1,16,22,0,0
2008,1,16,22,30,0
2008,1,16,23,0,0
2008,1,16,23,30,0
2008,1,17,0,0,0
2008,1,17,0,30,0
2008,1,17,1,0,0
2008,1,17,1,30,0
2008,1,17,2,0,0
2008,1,17,2,30,0
2008,1,17,3,0,0
2008,1,17,3,30,0
2008,1,17,4,0,0
2008,1,17,4,30,0
2008,1,17,5,0,0
2008,1,17,5,30,0
2008,1,17,6,0,0
2008,1,17,6,30,0
2008,1,17,7,0,0
2008,1,17,7,30,0
2008,1,17,8,0,42
2008,1,17,8,30,182
2008,1,17,9,0,499
2008,1,17,9,30,541
2008,1,17,10,0,946
2008,1,17,10,30,974
2008,1,17,11,0,991
2008,1,17,11,30,1004
2008,1,17,12,0,197
2008,1,17,12,30,366
2008,1,17,13,0,88
2008,1,17,13,30,227
2008,1,17,14,0,241
2008,1,17,14,30,68
2008,1,17,15,0,142
2008,1,17,15,30,98
2008,1,17,16,0,359
2008,1,17,16,30,335
2008,1,17,17,0,362
2008,1,17,17,30,285
2008,1,17,18,0,159
2008,1,17,18,30,0
2008,1,17,19,0,0
2008,1,17,19,30,0
2008,1,17,20,0,0
2008,1,17,20,30,0
2008,1,17,21,0,0
2008,1,17,21,30,0
2008,1,17,22,0,0
2008,1,17,22,30,0
2008,1,17,23,0,0
2008,1,17,23,30,0
2008,1,18,0,0,0
2008,1,18,0,30,0
2008,1,18,1,0,0
2008,1,18,1,30,0
2008,1,18,2,0,0
2008,1,18,2,30,0
2008,1,18,3,0,0
2008,1,18,3,30,0
2008,1,18,4,0,0
2008,1,18,4,30,0
2008,1,18,5,0,0
2008,1,18,5,30,0
2008,1,18,6,0,0
2008,1,18,6,30,0
2008,1,18,7,0,0
2008,1,18,7,30,269
2008,1,18,8,0,92
2008,1,18,8,30,0
2008,1,18,9,0,633
2008,1,18,9,30,508
2008,1,18,10,0,129
2008,1,18,10,30,559
2008,1,18,11,0,312
2008,1,18,11,30,509
2008,1,18,12,0,500
2008,1,18,12,30,468
2008,1,18,13,0,313
2008,1,18,13,30,93
2008,1,18,14,0,162
2008,1,18,14,30,14
2008,1,18,15,0,140
2008,1,18,15,30,260
2008,1,18,16,0,281
2008,1,18,16,30,711
2008,1,18,17,0,535
2008,1,18,17,30,411
2008,1,18,18,0,319
2008,1,18,18,30,0
2008,1,18,19,0,0
2008,1,18,19,30,0
2008,1,18,20,0,0
2008,1,18,20,30,0
2008,1,18,21,0,0
2008,1,18,21,30,0
2008,1,18,22,0,0
2008,1,18,22,30,0
2008,1,18,23,0,0
2008,1,18,23,30,0
2008,1,19,0,0,0
2008,1,19,0,30,0
2008,1,19,1,0,0
2008,1,19,1,30,0
2008,1,19,2,0,0
2008,1,19,2,30,0
2008,1,19,3,0,0
2008,1,19,3,30,0
2008,1,19,4,0,0
2008,1,19,4,30,0
2008,1,19,5,0,0
2008,1,19,5,30,0
2008,1,19,6,0,0
2008,1,19,6,30,0
2008,1,19,7,0,0
2008,1,19,7,30,0
2008,1,19,8,0,159
2008,1,19,8,30,471
2008,1,19,9,0,319
2008,1,19,9,30,329
2008,1,19,10,0,332
2008,1,19,10,30,571
2008,1,19,11,0,945
2008,1,19,11,30,365
2008,1,19,12,0,119
2008,1,19,12,30,33
2008,1,19,13,0,164
2008,1,19,13,30,341
2008,1,19,14,0,11
2008,1,19,14,30,243
2008,1,19,15,0,402
2008,1,19,15,30,0
2008,1,19,16,0,0
2008,1,19,16,30,0
2008,1,19,17,0,0
2008,1,19,17,30,0
2008,1,19,18,0,0
2008,1,19,18,30,0
2008,1,19,19,0,0
2008,1,19,19,30,0
2008,1,19,20,0,0
2008,1,19,20,30,0
2008,1,19,21,0,0
2008,1,19,21,30,0
2008,1,19,22,0,0
2008,1,19,22,30,0
2008,1,19,23,0,0
2008,1,19,23,30,0
2008,1,20,0,0,0
2008,1,20,0,30,0
2008,1,20,1,0,0
2008,1,20,1,30,0
2008,1,20,2,0,0
2008,1,20,2,30,0
2008,1,20,3,0,0
2008,1,20,3,30,0
2008,1,20,4,0,0
2008,1,20,4,30,0
2008,1,20,5,0,0
2008,1,20,5,30,0
2008,1,20,6,0,0
2008,1,20,6,30,0
2008,1,20,7,0,0
2008,1,20,7,30,0
2008,1,20,8,0,257
2008,1,20,8,30,343
2008,1,20,9,0,142
2008,1,20,9,30,389
2008,1,20,10,0,236
2008,1,20,10,30,943
2008,1,20,11,0,962
2008,1,20,11,30,977
2008,1,20,12,0,984
2008,1,20,12,30,988
2008,1,20,13,0,464
2008,1,20,13,30,409
2008,1,20,14,0,167
2008,1,20,14,30,23
2008,1,20,15,0,37
2008,1,20,15,30,88
2008,1,20,16,0,194
2008,1,20,16,30,0
2008,1,20,17,0,340
2008,1,20,17,30,254
2008,1,20,18,0,106
2008,1,20,18,30,0
2008,1,20,19,0,0
2008,1,20,19,30,0
2008,1,20,20,0,0
2008,1,20,20,30,0
2008,1,20,21,0,0
2008,1,20,21,30,0
2008,1,20,22,0,0
2008,1,20,22,30,0
2008,1,20,23,0,0
2008,1,20,23,30,0
2008,1,21,0,0,0
2008,1,21,0,30,0
2008,1,21,1,0,0
2008,1,21,1,30,0
2008,1,21,2,0,0
2008,1,21,2,30,0
2008,1,21,3,0,0
2008,1,21,3,30,0
2008,1,21,4,0,0
2008,1,21,4,30,0
2008,1,21,5,0,0
2008,1,21,5,30,0
2008,1,21,6,0,0
2008,1,21,6,30,0
2008,1,21,7,0,0
2008,1,21,7,30,295
2008,1,21,8,0,602
2008,1,21,8,30,754
2008,1,21,9,0,815
2008,1,21,9,30,877
2008,1,21,10,0,917
2008,1,21,10,30,948
2008,1,21,11,0,967
2008,1,21,11,30,982
2008,1,21,12,0,993
2008,1,21,12,30,998
2008,1,21,13,0,997
2008,1,21,13,30,993
2008,1,21,14,0,979
2008,1,21,14,30,965
2008,1,21,15,0,935
2008,1,21,15,30,904
2008,1,21,16,0,849
2008,1,21,16,30,786
2008,1,21,17,0,681
2008,1,21,17,30,529
2008,1,21,18,0,255
2008,1,21,18,30,0
2008,1,21,19,0,0
2008,1,21,19,30,0
2008,1,21,20,0,0
2008,1,21,20,30,0
2008,1,21,21,0,0
2008,1,21,21,30,0
2008,1,21,22,0,0
2008,1,21,22,30,0
2008,1,21,23,0,0
2008,1,21,23,30,0
2008,1,22,0,0,0
2008,1,22,0,30,0
2008,1,22,1,0,0
2008,1,22,1,30,0
2008,1,22,2,0,0
2008,1,22,2,30,0
2008,1,22,3,0,0
2008,1,22,3,30,0
2008,1,22,4,0,0
2008,1,22,4,30,0
2008,1,22,5,0,0
2008,1,22,5,30,0
2008,1,22,6,0,0
2008,1,22,6,30,0
2008,1,22,7,0,0
2008,1,22,7,30,277
2008,1,22,8,0,581
2008,1,22,8,30,738
2008,1,22,9,0,820
2008,1,22,9,30,883
2008,1,22,10,0,926
2008,1,22,10,30,366
2008,1,22,11,0,975
2008,1,22,11,30,990
2008,1,22,12,0,996
2008,1,22,12,30,1000
2008,1,22,13,0,992
2008,1,22,13,30,987
2008,1,22,14,0,963
2008,1,22,14,30,947
2008,1,22,15,0,930
2008,1,22,15,30,899
2008,1,22,16,0,833
2008,1,22,16,30,769
2008,1,22,17,0,664
2008,1,22,17,30,513
2008,1,22,18,0,163
2008,1,22,18,30,0
2008,1,22,19,0,0
2008,1,22,19,30,0
2008,1,22,20,0,0
2008,1,22,20,30,0
2008,1,22,21,0,0
2008,1,22,21,30,0
2008,1,22,22,0,0
2008,1,22,22,30,0
2008,1,22,23,0,0
2008,1,22,23,30,0
2008,1,23,0,0,0
2008,1,23,0,30,0
2008,1,23,1,0,0
2008,1,23,1,30,0
2008,1,23,2,0,0
2008,1,23,2,30,0
2008,1,23,3,0,0
2008,1,23,3,30,0
2008,1,23,4,0,0
2008,1,23,4,30,0
2008,1,23,5,0,0
2008,1,23,5,30,0
2008,1,23,6,0,0
2008,1,23,6,30,0
